customer_id,merchant_id,loan_id,application_date,currency,transaction_fee,merchant_status,store_id,term,risk_score,disbursed_date,loanamount,paid_date,city,state,channel,is_disbursed,first_vintage_pay,full_name,age,gender,tel_number,email,merchant_name,merchant_size,store_name,fraud_score,dln,recurrence_1,recurrence_2
615hx10h9h7z089zgi82i4h7,718185037046782,loan_6739582,2021-10-06 12:46:00,MXN,0.055,8.1 Cancelled by Kueski,nan,6.0,0.8,2021-10-06 00:00:00,1350.5,2022-01-21 00:00:00,Solidaridad,Quintana Roo,Social Media,True,2021-10-06 00:00:00,Marissa Marquez Burrola,63,M,3318121563,email_620@gmail.com,merchant_name_186,small,,0.9,1,1,False
5gzx2h16g7170z951hi31xyh,672687626399716,loan_6586126,2021-10-06 15:57:00,MXN,0.045,7 Live,nan,8.0,0.7,2021-10-06 00:00:00,1382.44,,Saltillo,Coahuila de Zaragoza,Social Media,True,2021-10-06 00:00:00,Karina Deleon,56,M,3366510398,email_2092@gmail.com,merchant_name_36,extra-large,,1.0,1,1,False
5gx890156h837h7534h222hy,505218538414430,loan_8598134,2021-10-06 18:35:00,MXN,0.045,7 Live,nan,4.0,0.8,2021-10-06 00:00:00,377.03,2021-11-01 00:00:00,Centro,Tabasco,Social Media,True,2021-10-06 00:00:00,Veronica Garcia,23,M,3369929241,email_2696@gmail.com,merchant_name_103,extra-large,,1.0,1,1,False
5h545x3xh439973228ixi31h,558781411107646,loan_6438176,2021-10-06 20:31:00,MXN,0.0649,8.1 Cancelled by Kueski,nan,4.0,0.8,2021-10-06 00:00:00,467.19,,Zihuatanejo de Azueta,Guerrero,Social Media,True,2021-10-06 00:00:00,Miguel Berger,46,H,3316582620,email_1981@gmail.com,merchant_name_280,small,,1.0,1,1,False
6082zhyh99h80909y23831y8,522186628800710,loan_1635314,2021-10-07 02:45:00,MXN,0.04,7 Live,nan,12.0,0.5,2021-10-07 00:00:00,2700.27,,Victoria,Tamaulipas,Social Media,True,2021-10-07 00:00:00,Lanae Chaparro,25,M,3349829430,email_80@gmail.com,merchant_name_2,medium,,0.7,1,1,False
615ig3iy3i5863z86zz0ggg0,519604195827812,loan_4789954,2021-10-07 21:59:00,MXN,0.0649,7 Live,nan,6.0,0.8,2021-10-07 00:00:00,1020.91,,Benito Juárez,Quintana Roo,Social Media,True,2021-10-07 00:00:00,Jeremie Quintanilla,34,H,3313714035,email_223@gmail.com,merchant_name_594,extra-large,,1.0,1,1,False
615i4xyi02g69z1028yx9828,726183834821532,loan_2203774,2021-10-07 14:47:00,MXN,0.043,7 Live,nan,4.0,0.7,2021-10-07 00:00:00,446.03,2021-11-29 00:00:00,Guadalajara,Jalisco,Social Media,True,2021-10-07 00:00:00,Angelica Balpuesta,21,M,3311565492,email_1393@gmail.com,merchant_name_82,small,,0.8,1,1,False
615i7788z6yz52z847453y5i,692110298980874,loan_9792596,2021-10-07 17:41:00,MXN,0.055,7 Live,nan,8.0,0.6,2021-10-07 00:00:00,2163.72,,Coronango,Puebla,Social Media,True,2021-10-07 00:00:00,Ismael Bustos,52,H,3378691709,email_1063@gmail.com,merchant_name_346,medium,,0.5,1,1,False
615i3h20x61x60318i62717g,710935702676110,loan_8498156,2021-10-07 19:46:00,MXN,0.055,7 Live,nan,4.0,0.6,2021-10-07 00:00:00,1156.32,2021-11-13 00:00:00,Iztapalapa,Ciudad de México,Social Media,True,2021-10-07 00:00:00,Sydnee Lopez-Duran,62,M,3384602894,email_2962@gmail.com,merchant_name_157,extra-large,,0.8,1,1,False
615ig818y897h8g693gi7621,579162792534244,loan_4213706,2021-10-07 22:23:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-10-07 00:00:00,5839.27,,Salina Cruz,Oaxaca,Social Media,True,2021-10-07 00:00:00,Leon Cruz,34,H,3352359330,email_2561@gmail.com,merchant_name_107,large,,0.1,1,1,False
615i2h795z0gi3h164025870,705065522569400,loan_5152572,2021-10-07 12:25:00,MXN,0.03,7 Live,nan,6.0,0.8,2021-10-07 00:00:00,2700.27,2021-11-05 00:00:00,San Pedro Garza García,Nuevo León,Social Media,True,2021-10-07 00:00:00,Jorge Meadows,61,H,3377283110,email_1939@gmail.com,merchant_name_16,large,,0.2,1,1,False
615i57322162g7671g20h348,703110028993240,loan_7190092,2021-10-07 19:05:00,MXN,0.055,7 Live,nan,4.0,0.7,2021-10-07 00:00:00,473.04,2021-11-30 00:00:00,Benito Juárez,Quintana Roo,Social Media,True,2021-10-07 00:00:00,Karen Rodriguez,49,M,3375482748,email_1666@gmail.com,merchant_name_13,medium,,0.7,1,1,False
61607xhg80h747x39gg17ihi,743646861468238,loan_9169556,2021-10-08 12:24:00,MXN,0.055,7 Live,nan,2.0,0.7,2021-10-08 00:00:00,392.01,2021-11-16 00:00:00,Pachuca de Soto,Hidalgo,Social Media,True,2021-10-08 00:00:00,Israel Sanchez,53,H,3392924431,email_2517@gmail.com,merchant_name_301,small,,0.2,1,1,False
61605h54x560g9x3z0597h91,646419203762018,loan_5275148,2021-10-08 10:01:00,MXN,0.04,7 Live,nan,6.0,0.8,2021-10-08 00:00:00,1049.448,2021-11-07 00:00:00,Tultepec,Estado de México,Social Media,True,2021-10-08 00:00:00,Irvin Calliham,38,H,3332470789,email_1032@gmail.com,merchant_name_27,extra-large,,0.3,1,1,False
6160475z771163680h78i8iy,738547476996328,loan_3299674,2021-10-08 08:27:00,MXN,0.053,8.2 Churn by merchant,nan,4.0,0.8,2021-10-08 00:00:00,448.94,,Naucalpan de Juárez,Estado de México,Social Media,True,2021-10-08 00:00:00,Madeleine Ramirez,19,M,3384135524,email_193@gmail.com,merchant_name_188,large,,1.0,1,1,False
615i9x0zz45gh3g09084z9x6,722699592933590,loan_7676226,2021-10-08 21:48:00,MXN,0.055,7 Live,nan,4.0,0.4,2021-10-08 00:00:00,481.07,2021-12-15 00:00:00,Atotonilco de Tula,Hidalgo,Social Media,True,2021-10-08 00:00:00,Ernesto Cerda,63,H,3382372291,email_2977@gmail.com,merchant_name_293,medium,,0.8,1,1,False
615i6gy1456xx668y15x17yy,722699592933590,loan_9154086,2021-10-08 08:35:00,MXN,0.055,7 Live,nan,8.0,0.7,2021-10-08 00:00:00,961.85,2022-02-15 00:00:00,León,Guanajuato,Social Media,True,2021-10-08 00:00:00,Leslie Salazar,27,M,3369537769,email_156@gmail.com,merchant_name_293,medium,,0.1,1,1,False
6160g3yy1hhh9ghyh5z67ih6,522186628800710,loan_5779180,2021-10-08 16:10:00,MXN,0.04,7 Live,nan,12.0,0.7,2021-10-08 00:00:00,6569.27,,Mexicali,Baja California,Social Media,True,2021-10-08 00:00:00,Cristian Rodriguez,38,H,3379660863,email_2032@gmail.com,merchant_name_2,medium,,0.3,1,1,False
6144x88323y386gy0i393133,522186628800710,loan_6055964,2021-10-08 07:40:00,MXN,0.04,7 Live,nan,12.0,0.3,2021-10-08 00:00:00,3722.27,,Tijuana,Baja California,Social Media,True,2021-10-08 00:00:00,Shaian Trujillo,54,M,3366052213,email_600@gmail.com,merchant_name_2,medium,,0.2,1,1,False
6162326i2480gyh012z1g360,634767334973520,loan_3012418,2021-10-09 19:23:00,MXN,0.055,7 Live,nan,4.0,0.9,2021-10-09 00:00:00,664.3,2022-01-14 00:00:00,Navojoa,Sonora,Social Media,True,2021-10-09 00:00:00,Jose Bobian,32,H,3357752278,email_1332@gmail.com,merchant_name_264,extra-large,,0.3,1,1,False
615g852152z687hz78454g54,378236337135622,loan_4591056,2021-10-09 21:42:00,MXN,0.036,7 Live,nan,2.0,0.7,2021-10-09 00:00:00,379.6,2021-11-17 00:00:00,Mérida,Yucatán,Social Media,True,2021-10-09 00:00:00,Michaela Vasquez,50,M,3315033962,email_2489@gmail.com,merchant_name_202,small,,1.0,1,1,False
61623zy3012y84x89i0y5yx4,721007082220340,loan_3237844,2021-10-09 20:24:00,MXN,0.05,7 Live,nan,8.0,0.7,2021-10-09 00:00:00,1160.7,2022-02-15 00:00:00,San Francisco del Rincón,Guanajuato,Social Media,True,2021-10-09 00:00:00,Arturo Gonzales,48,H,3354641264,email_2958@gmail.com,merchant_name_326,extra-large,,0.5,1,1,False
6161z83321z8414g993i6x9x,642080598926026,loan_5018094,2021-10-09 09:33:00,MXN,0.055,8.1 Cancelled by Kueski,nan,8.0,0.8,2021-10-09 00:00:00,877.4599999999999,2022-02-14 00:00:00,Iztacalco,Ciudad de México,Social Media,True,2021-10-09 00:00:00,Julissa Chavez,25,M,3337519005,email_2350@gmail.com,merchant_name_214,medium,,0.5,1,1,False
616256yi28xzg73484442x0y,635674277716266,loan_7073566,2021-10-09 21:58:00,MXN,0.045,7 Live,nan,4.0,0.8,2021-10-09 00:00:00,919.143,2021-11-21 00:00:00,Querétaro,Queretaro de Arteaga,Social Media,True,2021-10-09 00:00:00,Carlos Saavedra-Ortiz,55,H,3368269211,email_2454@gmail.com,merchant_name_80,large,,0.6,1,1,False
61630i9zx717x5x71h2z5h9z,645736429790794,loan_0830216,2021-10-10 18:44:00,MXN,0.045,7 Live,nan,6.0,0.8,2021-10-10 00:00:00,1067.26,2022-01-17 00:00:00,Tempoal,Veracruz,Social Media,True,2021-10-10 00:00:00,Derek Martinez,60,H,3368102349,email_398@gmail.com,merchant_name_61,small,,0.3,1,1,False
61637g77878y1941x25x49i5,721185222700064,loan_7248406,2021-10-10 18:47:00,MXN,0.05,7 Live,nan,8.0,0.3,2021-10-10 00:00:00,1532.27,,Xaloztoc,Tlaxcala,Social Media,True,2021-10-10 00:00:00,Lorna Romero,63,M,3340812493,email_2396@gmail.com,merchant_name_74,large,,0.4,1,1,False
5g279iy246466x7z22507y8h,738547476996328,loan_6144948,2021-10-10 07:44:00,MXN,0.053,8.2 Churn by merchant,nan,6.0,0.6,2021-10-10 00:00:00,766.48,,Mérida,Yucatán,Social Media,True,2021-10-10 00:00:00,Carlos Avila-Acevedo,44,H,3377422763,email_1302@gmail.com,merchant_name_188,large,,0.7,1,1,False
612x9h1h9h3z27x5ghxy6hx9,579162792534244,loan_4765780,2021-10-10 13:58:00,MXN,0.04,7 Live,nan,8.0,0.6,2021-10-10 00:00:00,2481.27,2022-02-13 00:00:00,Valle de Chalco Solidaridad,Ciudad de México,Social Media,True,2021-10-10 00:00:00,Liliana Hardy,50,M,3310013186,email_2195@gmail.com,merchant_name_107,large,,0.6,1,1,False
6163593i0h1y14g568537459,707915904461256,loan_2765600,2021-10-10 23:38:00,MXN,0.055,7 Live,nan,4.0,0.7,2021-10-10 00:00:00,502.97,2022-01-03 00:00:00,Zapotlán el Grande,Jalisco,Social Media,True,2021-10-10 00:00:00,George Melara,35,H,3307136078,email_2751@gmail.com,merchant_name_478,small,,0.9,1,1,False
61628329984hxx567x530z11,652281012039432,loan_1780768,2021-10-10 01:07:00,MXN,0.05,7 Live,nan,4.0,0.9,2021-10-10 00:00:00,575.5319999999999,2021-12-10 00:00:00,Lázaro Cárdenas,Michoacán de Ocampo,Social Media,True,2021-10-10 00:00:00,Elizabeth Haros,45,M,3390579548,email_2334@gmail.com,merchant_name_119,large,,0.2,1,1,False
61102yg7z1i96442674hx059,522186628800710,loan_4076612,2021-10-11 17:26:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-10-11 00:00:00,581.81,2021-11-08 00:00:00,Acapulco de Juárez,Guerrero,Social Media,True,2021-10-11 00:00:00,Gabriela Rocha-Hinojoso,44,M,3303932872,email_196@gmail.com,merchant_name_2,medium,,0.9,1,1,False
615z62z65x17784i0i6hz6hy,522186628800710,loan_8560908,2021-10-11 22:34:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-10-11 00:00:00,7299.269999999999,2022-02-15 00:00:00,Zihuatanejo de Azueta,Guerrero,Social Media,True,2021-10-11 00:00:00,Abigail Pineda-Lagunas,31,M,3308124310,email_1527@gmail.com,merchant_name_2,medium,,0.1,1,1,False
614z5015y6x2214855489271,522186628800710,loan_6689004,2021-10-11 16:15:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-10-11 00:00:00,4930.712,2022-01-31 00:00:00,General Escobedo,Nuevo León,Social Media,True,2021-10-11 00:00:00,Yisa Vigil,56,M,3351387262,email_1927@gmail.com,merchant_name_2,medium,,0.4,1,1,False
616486z8i45x4020z6h26ghx,716945251115144,loan_2278196,2021-10-11 13:47:00,MXN,0.04,7 Live,nan,1.0,0.8,2021-10-11 00:00:00,2860.55,2021-11-01 00:00:00,Miguel Hidalgo,Ciudad de México,Social Media,True,2021-10-11 00:00:00,Elizol Boatner,60,M,3395850255,email_640@gmail.com,merchant_name_10,small,,0.2,1,1,False
6164g0y62g12h40323x9z586,610173135888568,loan_4415724,2021-10-11 16:46:00,MXN,0.055,7 Live,nan,2.0,0.4,2021-10-11 00:00:00,1386.27,2021-11-14 00:00:00,Tijuana,Baja California,Social Media,True,2021-10-11 00:00:00,Bryan Abeyta,24,H,3304083560,email_474@gmail.com,merchant_name_169,extra-large,,0.7,1,1,False
6164620h05g71625y49yy99z,522186628800710,loan_5732324,2021-10-11 12:16:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-10-11 00:00:00,5710.94,2021-11-12 00:00:00,Tepatitlán de Morelos,Jalisco,Social Media,True,2021-10-11 00:00:00,Elias Guzman,34,H,3399013787,email_971@gmail.com,merchant_name_2,medium,,0.3,1,1,False
616505h2260h39164x6z2xi2,158823646240768,loan_9718318,2021-10-11 22:49:00,MXN,0.025,7 Live,nan,4.0,0.7,2021-10-11 00:00:00,2558.2193,2021-12-15 00:00:00,Saltillo,Coahuila de Zaragoza,Social Media,True,2021-10-11 00:00:00,Dawn Barron,45,M,3380307908,email_136@gmail.com,merchant_name_18,medium,,0.8,1,1,False
6164xz6x10h799gg0g7y8g50,721230026255460,loan_8688570,2021-10-11 20:52:00,MXN,0.055,7 Live,nan,2.0,0.7,2021-10-11 00:00:00,911.04,2021-11-13 00:00:00,Angostura,Sinaloa,Social Media,True,2021-10-11 00:00:00,Juan Garcia Carvajal,53,H,3330753726,email_1673@gmail.com,merchant_name_369,extra-large,,0.4,1,1,False
6164i04yg11hgh6409026298,705065522569400,loan_3851518,2021-10-11 21:17:00,MXN,0.03,7 Live,nan,8.0,0.7,2021-10-11 00:00:00,3649.27,,Chihuahua,Chihuahua,Social Media,True,2021-10-11 00:00:00,Orlando Chavando,56,H,3363605515,email_1291@gmail.com,merchant_name_16,large,,0.4,1,1,False
6164y84h830iz77g91470g11,522186628800710,loan_4263336,2021-10-11 18:27:00,MXN,0.04,7 Live,nan,8.0,0.6,2021-10-11 00:00:00,5553.84,2022-03-03 00:00:00,Morelia,Michoacán de Ocampo,Social Media,True,2021-10-11 00:00:00,Luis Vasquez,37,H,3396380959,email_2254@gmail.com,merchant_name_2,medium,,0.3,1,1,False
6140iz55y9zy6138y6y798y1,595739747297084,loan_0688670,2021-10-12 11:57:00,MXN,0.04,7 Live,nan,6.0,0.8,2021-10-12 00:00:00,932.53,2022-01-12 00:00:00,Saltillo,Coahuila de Zaragoza,Social Media,True,2021-10-12 00:00:00,Javier Klotzbach,38,H,3373023340,email_1764@gmail.com,merchant_name_52,extra-large,,0.9,1,1,False
6165z11zy5g1x572y9xyi02z,707438341007386,loan_2701224,2021-10-12 18:33:00,MXN,0.055,7 Live,nan,6.0,0.4,2021-10-12 00:00:00,1565.12,,Álvaro Obregón,Ciudad de México,Social Media,True,2021-10-12 00:00:00,Luis Martinez,54,H,3350483749,email_590@gmail.com,merchant_name_144,extra-large,,0.4,1,1,False
6165826xz31i866yg0hx6hz2,705065522569400,loan_3928970,2021-10-12 08:03:00,MXN,0.03,7 Live,nan,8.0,0.8,2021-10-12 00:00:00,4379.27,2022-03-02 00:00:00,Chilpancingo de los Bravo,Guerrero,Social Media,True,2021-10-12 00:00:00,Erika Pena,58,M,3359386303,email_2335@gmail.com,merchant_name_16,large,,0.7,1,1,False
61664393z7i9i8zxix78hh13,522186628800710,loan_4164968,2021-10-12 21:37:00,MXN,0.04,7 Live,nan,12.0,0.3,2021-10-12 00:00:00,4671.27,,Victoria,Tamaulipas,Social Media,True,2021-10-12 00:00:00,Alec Ojeda,47,H,3311252339,email_955@gmail.com,merchant_name_2,medium,,0.2,1,1,False
6165g7zg51y72654yx818409,615680819077994,loan_5966430,2021-10-12 12:13:00,MXN,0.0,7 Live,2.1627093829591777e+18,12.0,0.6,2021-10-12 00:00:00,3503.27,2022-08-30 00:00:00,Cuautitlán Izcalli,Estado de México,Organic,True,2021-10-12 00:00:00,Eduardo Federico Holguin,49,H,3323488416,email_2635@gmail.com,merchant_name_26,small,store_name_132,0.1,1,1,False
6165hz1917i07z8i83i24626,711096000586510,loan_0000192,2021-10-12 13:55:00,MXN,0.05,7 Live,nan,4.0,0.6,2021-10-12 00:00:00,452.97,2022-01-06 00:00:00,Chihuahua,Chihuahua,Social Media,True,2021-10-12 00:00:00,Iris Chavez-Leon,63,M,3325730991,email_1884@gmail.com,merchant_name_465,large,,1.0,1,1,False
